2021-09-22 13:48:26.205 [main] INFO  com.alibaba.nacos.client.config.impl.LocalConfigInfoProcessor - LOCAL_SNAPSHOT_PATH:/Users/wangyuelong/nacos/config
2021-09-22 13:48:26.229 [main] INFO  com.alibaba.nacos.client.config.impl.Limiter - limitTime:5.0
2021-09-22 13:48:26.357 [main] WARN  com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder - Ignore the empty nacos configuration and get it based on dataId[gateway] & group[dev]
2021-09-22 13:48:26.404 [main] WARN  com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder - Ignore the empty nacos configuration and get it based on dataId[gateway.yml] & group[dev]
2021-09-22 13:48:26.464 [main] INFO  com.alibaba.nacos.client.config.utils.JVMUtil - isMultiInstance:false
2021-09-22 13:48:26.471 [main] INFO  org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-gateway-dev.yml,dev'}, BootstrapPropertySource {name='bootstrapProperties-gateway.yml,dev'}, BootstrapPropertySource {name='bootstrapProperties-gateway,dev'}]
2021-09-22 13:48:26.475 [main] INFO  com.codezero.gateway.GatewayApplication - The following profiles are active: dev
2021-09-22 13:48:26.926 [main] INFO  org.springframework.cloud.context.scope.GenericScope - BeanFactory id=d56a0cf2-a0c8-3406-b008-a56050b2e1cb
2021-09-22 13:48:26.963 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-09-22 13:48:26.964 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactiveLoadBalancerConfig' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactiveLoadBalancerConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-09-22 13:48:26.965 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'deferringLoadBalancerExchangeFilterFunction' of type [org.springframework.cloud.client.loadbalancer.reactive.DeferringLoadBalancerExchangeFilterFunction] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-09-22 13:48:27.106 [main] WARN  com.netflix.config.sources.URLConfigurationSource - No URLs will be polled as dynamic configuration sources.
2021-09-22 13:48:27.107 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-09-22 13:48:27.109 [main] WARN  com.netflix.config.sources.URLConfigurationSource - No URLs will be polled as dynamic configuration sources.
2021-09-22 13:48:27.109 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-09-22 13:48:27.407 [main] INFO  org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [After]
2021-09-22 13:48:27.407 [main] INFO  org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Before]
2021-09-22 13:48:27.407 [main] INFO  org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Between]
2021-09-22 13:48:27.407 [main] INFO  org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Cookie]
2021-09-22 13:48:27.408 [main] INFO  org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Header]
2021-09-22 13:48:27.408 [main] INFO  org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Host]
2021-09-22 13:48:27.408 [main] INFO  org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Method]
2021-09-22 13:48:27.408 [main] INFO  org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Path]
2021-09-22 13:48:27.408 [main] INFO  org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Query]
2021-09-22 13:48:27.408 [main] INFO  org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [ReadBodyPredicateFactory]
2021-09-22 13:48:27.408 [main] INFO  org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [RemoteAddr]
2021-09-22 13:48:27.408 [main] INFO  org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Weight]
2021-09-22 13:48:27.408 [main] INFO  org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [CloudFoundryRouteService]
2021-09-22 13:48:27.499 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'Nacso-Watch-Task-Scheduler'
2021-09-22 13:48:27.508 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from System Property :null
2021-09-22 13:48:27.509 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from System Environment :null
2021-09-22 13:48:27.509 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from System Property :null
2021-09-22 13:48:27.868 [main] INFO  org.springframework.boot.web.embedded.netty.NettyWebServer - Netty started on port(s): 8000
2021-09-22 13:48:27.874 [main] INFO  com.alibaba.nacos.client.naming - [BEAT] adding beat: {"cluster":"DEFAULT","ip":"10.32.17.52","metadata":{"preserved.register.source":"SPRING_CLOUD"},"period":5000,"port":8000,"scheduled":false,"serviceName":"dev@@GateWay","stopped":false,"weight":1.0} to beat map.
2021-09-22 13:48:27.937 [main] INFO  com.alibaba.nacos.client.naming - [REGISTER-SERVICE] 2e8b2822-4ed2-4783-a312-3b2be270e9f2 registering service dev@@GateWay with instance: {"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ip":"10.32.17.52","ipDeleteTimeout":30000,"metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8000,"weight":1.0}
2021-09-22 13:48:27.997 [main] INFO  com.alibaba.cloud.nacos.registry.NacosServiceRegistry - nacos registry, dev GateWay 10.32.17.52:8000 register finished
2021-09-22 13:48:27.998 [main] INFO  com.codezero.gateway.GatewayApplication - Started GatewayApplication in 2.563 seconds (JVM running for 4.42)
2021-09-22 13:48:28.000 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] [subscribe] gateway+dev+2e8b2822-4ed2-4783-a312-3b2be270e9f2
2021-09-22 13:48:28.001 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] [add-listener] ok, tenant=2e8b2822-4ed2-4783-a312-3b2be270e9f2, dataId=gateway, group=dev, cnt=1
2021-09-22 13:48:28.001 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] [subscribe] gateway.yml+dev+2e8b2822-4ed2-4783-a312-3b2be270e9f2
2021-09-22 13:48:28.001 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] [add-listener] ok, tenant=2e8b2822-4ed2-4783-a312-3b2be270e9f2, dataId=gateway.yml, group=dev, cnt=1
2021-09-22 13:48:28.002 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] [subscribe] gateway-dev.yml+dev+2e8b2822-4ed2-4783-a312-3b2be270e9f2
2021-09-22 13:48:28.002 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] [add-listener] ok, tenant=2e8b2822-4ed2-4783-a312-3b2be270e9f2, dataId=gateway-dev.yml, group=dev, cnt=1
2021-09-22 13:48:28.058 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:48:57.900 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:48:59.131 [reactor-http-nio-3] INFO  com.codezero.gateway.config.GlobalGatewayFilterConfig - 接口[/cms/login]用时：114ms
2021-09-22 13:49:00.317 [reactor-http-nio-3] INFO  com.codezero.gateway.config.GlobalGatewayFilterConfig - 接口[/cms/login]用时：1175ms
2021-09-22 13:49:27.458 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:49:57.012 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:50:26.645 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:50:56.207 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:51:25.799 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:51:55.391 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:52:24.988 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:52:54.580 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:53:24.176 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:53:53.772 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:54:23.365 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:54:52.962 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:55:22.659 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:55:52.255 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:56:21.807 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:56:51.438 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:57:20.984 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:57:50.629 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:58:20.176 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:58:49.821 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:59:19.379 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 13:59:49.010 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:00:18.559 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:00:48.110 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:01:17.658 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:01:47.256 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:02:16.876 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:02:46.428 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:03:15.980 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:03:45.558 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:04:15.357 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:04:44.949 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:05:14.503 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:05:44.117 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:06:13.738 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:06:43.329 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:07:12.872 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:07:42.513 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:08:12.153 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:08:41.806 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:09:11.405 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:09:40.995 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:10:10.591 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:10:40.185 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:11:09.738 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:11:39.379 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:12:08.971 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:12:38.561 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:13:08.159 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2021-09-22 14:13:37.753 [com.alibaba.nacos.client.Worker.longPolling.fixed-59.110.218.235_8848-2e8b2822-4ed2-4783-a312-3b2be270e9f2] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
